tweet_text	cord_uid
Vitamin B1 use was associated with 60% lower risk of mortality and 80% lower risk of thrombosis (blood clotting) in patients with COVID.	5wg2clq7
Meta-analyses based on 18 randomized controlled treatment trials of ivermectin in COVID-19 have found substantial, statistically significant reductions in mortality, time to clinical recovery, and time to viral clearance.	9wnkmn27
having a prior positive test was associated with 91% (95% ci 85 to 94%) protection against new infection among the unvaccinated.	8th933g4
Overfishing drives more than one-third of all sharks and rays toward a global extinction crisis: current biology	pmd1n2l1
A reader asked me to examine the paper below claiming that wealth increases longevity. well... while true, cigarette smoking has ~21 times the impact of wealth on longevity. and being a female ~4 times.  statistical evidence!= weakness of effect.	w7owso28
"""Moderate-certainty evidence shows that substantial reductions in covid-19 deaths are possible using ivermectin."" ""The apparent safety and low cost indicate that ivermectin is likely to have a substantial impact on the sars-cov-2 pandemic globally."""	1l4o9pko
pilz/chakeri/ioannidis et al. we observed a relatively low re-contamination rate of sars-cov-2 in austria. protection against sars-cov-2 after natural infection is comparable to the highest available estimates on vaccine efficacies.	htn03ms0
Fascinating. SARS-CoV-2 may directly impact how we combat the pandemic!  “Insular gyrus typically plays a crucial role in attention, motivation, decision making, learning, and cost-benefit calculation, as well as conflict and error monitoring”	oz047qmf
"With no intervention, it's reasonable to expect &gt;70% of your population will be infected, and 0.7% will die. That's 2,310,000 people. Averaged years of life lost from COVID is estimated at 16 years. So, no interventions give 3,696,000 years of life lost."	6a728le9
Global, regional, and national impact of stroke and its risk factors, 1990–2019: a systematic analysis for the global health study 2019	8t5r7ts4
Illuminating the link between vitamin d: the shared mechanistic and pathophysiological role between vitamin d deficiency and covid…	dkderykk
Phage therapy as a groundbreaking medicine against gram-positive bacterial infections	bf654xie
"""After adjustment for age, sex, and ethnicity, study members with a lower baseline cognitive score were significantly more prone to be vaccine-hesitant"""	x3q2dgdu
coronavirus on chest radiograph. “fourth chest radiograph showed basilar streaky opacities in both lungs, a finding consistent with typical pneumonia“ - consistent with just about anything	7z7zxcm2
this paper here claims that a quarter of the excess deaths in the us this year were not due to covid19, but by the reaction to covid19. which may make sense if you think covid19 will claim millions,  not 200-300k.	6k0nhmg9
"3/ this series from mmwr is quite informative  leukopenia also common on presentation (alc &lt;500 in my cases)  coronaries have been normal in both of my patients, but important to exonerate"	1fx7x8af
"roflumelast in covid  ""nep-based therapeutic properties of roflumilast, which may be of great significance in treating covid-19"" ""studies are needed to confirm this approach and to assess its in vivo preventive and therapeutic efficacy against covid-19"""	eym2rh8v
#Telemedicine mobile phone apps in this environment may improve and extend ophthalmic care.	n0p8osku
halt the escalating cases and fatalities from covid with vitamin d. combine zinc with quercetin. this is a budget-friendly solution that will be effective for many.	5xhc3h0z
Levels of antibodies to common cold coronaviruses linked to less severe COVID infection.	6hnts5l2
how can a nation endure an epidemic of covid???  a lifetime of this??  the long term effects on 325 million americans without access to healthcare   the vulnerable, homeless, prisoners, indigenous will be decimated quickly with herd immunity and an endemic	9anlwi27
Innate immune cytokine profiling and marker identification for outcome in dengue patients: markers of progression to severe dengue are urgently required for effective patient management. innate immune cells have been implicated in the exacerbation…	pv7tgwcg
From us,, , covidsortium:  immunity to sars-cov-2 in hcw at 4 months. 1/5 infected early in pandemic, at 4-months 90%  still had nAbs, the majority at  high level predicted to be protective, plus broad T cell immunity	4rsvcbnz
*icymi*: this  study demonstrating the extensive impact of this pandemic on our families and communities. every death from #covidー19 will leave behind approximately *nine* grieving family members and loved ones.	ba5h6uhu
Brazilian study reveals that SARS-CoV-2 infects brain astrocytes of #covid19 patients and hampers neuronal viability. The researchers also demonstrated that the astrocytes infection occurs in mild cases without hospitalization. #coronavirusupdates	rtus1qyw
how effectively do covid rapid diagnostic tests (rdts) perform in identifying infectious individuals?	o1mg23wb
A fourth dose of covid-19 vaccine does not induce neutralization of the omicron variant among solid organ transplant patients with suboptimal vaccine response.	tq41ioyt
structural and biochemical mechanism for enhanced transmissibility and immune evasion of omicron ba.1 and ba.2 variants and their murine origins	h8tv2u77
Household transmission of sars-cov-2 from unvaccinated asymptomatic and symptomatic household contacts with confirmed sars-cov-2 infection: an antibody-surveillance study	2f09vauy
"This is why individuals don’t disclose they have #longcovid 👇  “30% had impairments in work performance [after infection]. experiences of prejudice &amp; bias were reported by 43%. this study revealed substantial impacts of #longcovid on local communities”"	c7ci5w56
Impact of gluten-free diet and antibiotic use on murine gut microbiota and immune response to tetanus vaccination	8f1k9g93
Vitamin D would have been greatly beneficial with no negative consequences.	2lap3xy0
"🚨 according to a new meta-analysis, ""about 44.9% (!) of covid-19 survivors appear to have developed lung scarring (scarred lungs)."" but yes, it's all in the mind y'all. #longcovid"	ipdrujuv
can trigger the symptoms that are attributed to covid-19. abnormal scov2 s glycoproteins that are artificially-elicited via the covid-19 mrna injections can trigger that to occur.	74fh51hd
"New findings indicate ""over half of students with disabilities stated they weren't adequately accommodated"" in online learning. #equity #inclusion #disabledinstem  methods for making online science learning more inclusive for students w/disabilities:"	xe29akkm
this new study on household spread of #covid19 from canada is pretty interesting  -kids made up less than half index cases -grown-ups odds of transmitting more than double vs kids -mask use in household didn't lower transmission  1/	2f09vauy
"Quick examination of reported adverse drug reactions linked to remdesivir in the WHO database; results &amp; consequences"	t7xaqtgo
i am getting asked about 4th doses a lot. the quick answer: it helps, but isn't the game changer booster 1 was. protection by a fourth dose of bnt162b2 against omicron in israel | nejm	kgggepu0
"""Vaccination...was linked with a small rise in the risk of myocarditis...SARS-CoV-2 infection was linked with a significant increase in the risk of hospitalization or fatality from myocarditis, pericarditis and cardiac arrhythmia."""	uliopaz0
"""The emergence of the coronavirus disease 2019 (covid-19) pandemic has reminded people around the world of the fleeting nature of life."" #covid19 #mortality #solidarity #coping"	ielatiaq
